79, 1121
78, 110
77, 1147
77, 965
77, 445
76, 543
76, 743
76, 1095
75, 940
75, 800
74, 1284
74, 422
74, 1176
73, 953
73, 704
73, 532
73, 865
73, 1168
72, 938
72, 869
72, 1157
72, 624
72, 1315
72, 775
72, 1411
72, 1113
72, 962
72, 1103
71, 1093
71, 811
71, 415
70, 719
70, 571
70, 980
70, 563
69, 1086
69, 904
69, 149
69, 818
68, 376
68, 1034
68, 617
68, 703
68, 978
68, 734
67, 821
67, 906
67, 1222
67, 1163
67, 968
67, 388
66, 1153
66, 1199
66, 1036
66, 681
65, 1006
65, 618
65, 1277
65, 1040
65, 1296
65, 1204
64, 383
63, 1049
63, 1286
63, 359
63, 635
63, 1097
63, 985
62, 745
61, 1245
61, 1078
60, 560
60, 1143
59, 368
59, 718
59, 1117
59, 986
59, 565
58, 1451
58, 335
58, 835
58, 1278
58, 1215
58, 1265
58, 551
58, 1401
58, 1258
58, 1219
57, 256
57, 1052
57, 1248
57, 1208
57, 1069
57, 916
56, 832
56, 903
56, 812
56, 982
56, 115
56, 691
56, 991
55, 564
55, 1107
55, 533
55, 947
55, 352
55, 1172
55, 834
55, 1231
54, 337
54, 853
54, 84
54, 398
54, 351
54, 1024
54, 854
53, 958
53, 557
53, 1054
52, 1131
52, 888
52, 130
51, 1057
51, 1206
51, 816
51, 915
51, 1105
51, 1283
51, 795
51, 933
51, 1120
50, 587
50, 908
50, 773
50, 579
49, 138
49, 1478
49, 112
49, 1058
49, 400
49, 909
48, 1037
48, 1066
48, 733
48, 1038
47, 1444
47, 1178
47, 457
47, 1116
47, 1446
47, 1285
46, 454
46, 1032
46, 1071
46, 1124
45, 1099
45, 375
45, 1030
45, 1407
45, 801
45, 1062
44, 1428
44, 725
44, 1263
44, 1239
44, 1192
44, 889
44, 1313
44, 1171
43, 534
43, 1280
42, 787
42, 714
42, 883
42, 1183
42, 1112
42, 1187
42, 1232
42, 1303
42, 1404
41, 1211
41, 263
41, 1281
41, 1169
41, 998
41, 1273
41, 1483
41, 1185
40, 859
40, 394
40, 701
40, 1154
40, 1311
39, 1207
39, 700
39, 954
39, 1167
39, 1140
39, 1269
39, 1159
38, 695
38, 593
38, 1161
38, 1209
38, 1266
38, 1166
38, 862
38, 967
38, 1068
38, 1469
38, 1193
37, 113
37, 786
37, 1225
37, 1190
37, 1449
36, 758
36, 860
36, 983
36, 1518
36, 590
36, 894
36, 1195
36, 1375
35, 793
35, 361
35, 828
35, 996
35, 1128
35, 1421
34, 1015
34, 1249
34, 997
34, 1001
34, 341
34, 1419
34, 353
34, 893
34, 1297
34, 726
34, 1524
33, 1114
33, 1298
33, 536
33, 1230
33, 1291
33, 574
33, 1268
33, 1085
33, 1251
32, 360
32, 1224
32, 848
32, 621
32, 1127
32, 390
32, 1473
32, 1056
32, 1055
31, 397
31, 267
31, 453
31, 1503
31, 1400
31, 899
30, 1182
30, 556
30, 1000
30, 964
30, 1141
30, 698
30, 592
30, 1148
30, 1092
30, 914
30, 1615
29, 1094
29, 1262
29, 776
29, 1282
29, 1088
29, 885
29, 1620
29, 1335
28, 377
28, 1150
28, 1229
28, 36
28, 103
28, 766
28, 999
28, 1004
28, 1202
28, 18
28, 1029
28, 1540
27, 1314
27, 1076
27, 1252
27, 912
26, 1462
26, 1165
26, 548
26, 782
26, 1425
26, 970
26, 667
26, 1279
26, 1456
26, 1174
26, 1426
26, 1243
26, 1381
25, 1184
25, 146
25, 1181
25, 870
25, 424
25, 807
25, 1180
25, 791
25, 374
25, 1459
25, 1077
25, 1480
25, 1434
25, 1238
25, 1558
24, 767
24, 867
24, 1299
24, 918
24, 1043
24, 759
24, 1466
24, 35
24, 1439
24, 1075
24, 1512
24, 917
24, 1111
24, 1145
23, 901
23, 440
23, 884
23, 803
23, 804
23, 1531
23, 1264
23, 935
23, 1200
23, 1475
22, 1081
22, 1198
22, 1471
22, 1413
22, 976
22, 1368
22, 1294
22, 1479
22, 545
22, 1514
22, 1415
22, 446
21, 1100
21, 1288
21, 74
21, 1082
21, 1312
21, 1300
21, 1367
21, 669
21, 1396
21, 1237
21, 1337
21, 1233
20, 555
20, 1276
20, 1409
20, 1254
20, 1388
20, 1405
20, 1379
20, 798
20, 296
20, 1468
20, 1326
19, 1393
19, 927
19, 868
19, 1316
19, 34
19, 1179
19, 1328
19, 1227
19, 1274
19, 1301
19, 1271
19, 1591
19, 1234
18, 1336
18, 1295
18, 1003
18, 1216
18, 37
18, 1495
18, 119
18, 1454
18, 1441
18, 1435
18, 1214
18, 1592
18, 1173
18, 1437
18, 1205
18, 1255
17, 1394
17, 1102
17, 1212
17, 1072
17, 1253
17, 1175
17, 1087
17, 1527
17, 1125
17, 1302
17, 1406
17, 1305
17, 1522
17, 1064
17, 1138
17, 1399
17, 1431
17, 1474
16, 1397
16, 1241
16, 850
16, 1270
16, 1386
16, 1158
16, 994
16, 706
16, 1344
16, 891
16, 1537
16, 1031
16, 1355
16, 1511
16, 799
15, 1151
15, 1376
15, 1289
15, 1189
15, 1002
15, 1083
15, 1443
15, 75
15, 1501
15, 1293
15, 1598
15, 1597
15, 851
15, 1440
15, 1612
15, 1628
15, 1600
15, 1643
14, 1322
14, 1529
14, 1427
14, 1385
14, 1485
14, 1223
14, 1517
14, 1395
14, 1333
14, 1496
14, 981
14, 973
14, 1380
13, 626
13, 1164
13, 1242
13, 1213
13, 1353
13, 1177
13, 668
13, 1534
13, 1555
13, 1377
13, 1470
13, 1261
13, 1499
13, 1191
13, 1639
13, 1664
12, 1346
12, 1383
12, 643
12, 1324
12, 1416
12, 1442
12, 1108
12, 1104
12, 1106
12, 992
12, 594
12, 822
12, 1438
12, 1521
12, 1331
12, 1589
12, 1605
12, 1488
12, 1516
12, 666
12, 1623
12, 1535
11, 1246
11, 1260
11, 838
11, 1347
11, 1378
11, 1123
11, 1489
11, 1403
11, 1247
11, 1369
11, 1418
11, 1504
11, 757
11, 920
11, 1506
11, 1560
11, 1402
11, 1445
11, 1553
11, 1144
11, 1410
11, 1429
11, 1448
10, 1186
10, 839
10, 1500
10, 1463
10, 1487
10, 1530
10, 1330
10, 1392
10, 1275
10, 1545
10, 1412
10, 1026
10, 1602
10, 1155
10, 1607
10, 987
10, 911
10, 1467
9, 1250
9, 1272
9, 1372
9, 598
9, 247
9, 1398
9, 1338
9, 1538
9, 1422
9, 1389
9, 1608
9, 1642
9, 1490
9, 1196
9, 1423
9, 1658
9, 1594
8, 1162
8, 1484
8, 910
8, 1259
8, 1370
8, 1361
8, 1357
8, 817
8, 1317
8, 1450
8, 1080
8, 1096
8, 1287
8, 1323
8, 1629
8, 1027
8, 1509
8, 1544
8, 1382
8, 1356
7, 1327
7, 104
7, 1464
7, 1424
7, 1508
7, 861
7, 1430
7, 1257
7, 1472
7, 1528
7, 438
7, 1465
7, 1539
7, 1319
7, 1541
7, 1656
7, 1646
7, 1622
7, 1631
6, 1497
6, 1306
6, 1351
6, 1387
6, 1554
6, 1519
6, 1550
6, 1391
6, 1523
6, 1513
6, 1547
6, 1617
6, 600
6, 1146
6, 1358
6, 1552
6, 1491
6, 1610
6, 1481
6, 1256
6, 1542
6, 1611
5, 439
5, 1436
5, 1342
5, 314
5, 777
5, 913
5, 1292
5, 788
5, 1384
5, 814
5, 437
5, 1536
5, 1417
5, 442
5, 1455
5, 1477
5, 1304
5, 1585
5, 1609
5, 1599
5, 1321
5, 1653
5, 1662
5, 1652
5, 1573
5, 1122
5, 1201
4, 1332
4, 1492
4, 1362
4, 1498
4, 1318
4, 711
4, 1390
4, 907
4, 1578
4, 1458
4, 1533
4, 1505
4, 1235
4, 1420
4, 1588
4, 1590
4, 957
4, 1616
4, 1526
4, 1532
4, 1593
4, 1525
4, 1651
4, 1345
4, 1452
4, 1482
4, 1650
4, 1515
4, 1613
4, 1130
4, 1672
4, 1433
4, 1551
4, 1556
4, 1604
4, 1625
4, 1636
4, 1645
4, 1674
3, 858
3, 1350
3, 1371
3, 1520
3, 857
3, 1236
3, 1310
3, 1457
3, 1543
3, 1432
3, 1307
3, 1156
3, 1360
3, 1290
3, 1447
3, 677
3, 1549
3, 1510
3, 1603
3, 1507
3, 1408
3, 1502
3, 1619
3, 1614
3, 1649
3, 1644
3, 1657
3, 897
3, 1365
3, 1632
3, 1647
3, 1673
3, 1633
3, 1677
3, 1679
3, 1635
3, 1627
3, 1668
3, 1670
3, 1681
3, 1638
3, 1667
3, 1675
3, 1460
3, 1682
3, 1640
3, 1637
3, 1630
3, 1641
2, 1334
2, 784
2, 1374
2, 1354
2, 1476
2, 1308
2, 1359
2, 1596
2, 1453
2, 1461
2, 1624
2, 1414
2, 1595
2, 1655
2, 1660
2, 1669
2, 1663
2, 1634
2, 1606
2, 1666
2, 1648
2, 1676
2, 1680
2, 1665
1, 1348
1, 1320
1, 1364
1, 1493
1, 830
1, 1373
1, 1309
1, 1582
1, 1343
1, 599
1, 1561
1, 1565
1, 1563
1, 852
1, 1557
1, 1562
1, 1586
1, 1580
1, 1363
1, 1339
1, 1566
1, 1349
1, 1587
1, 1571
1, 1575
1, 1579
1, 1559
1, 1576
1, 1569
1, 1568
1, 1340
1, 1601
1, 1583
1, 1486
1, 1570
1, 1572
1, 1548
1, 1654
1, 1661
1, 1621
1, 1618
1, 1581
1, 1584
1, 1329
1, 1494
1, 1577
1, 1678
1, 1567
1, 1546
1, 1366
1, 1564
1, 1574
1, 1671
1, 1325
1, 1341
1, 1352
1, 1626
1, 1659
